model,language,label,f1,precision,recall
Logistic regression,amh,stereotype,0.6366197183098591,0.6384180790960452,0.6348314606741573
Logistic regression,amh,vilification,0.6955177743431221,0.6901840490797546,0.7009345794392523
Logistic regression,amh,dehumanization,0.4114285714285714,0.3870967741935484,0.43902439024390244
Logistic regression,amh,extreme_language,0.46511627906976744,0.4219409282700422,0.5181347150259067
Logistic regression,amh,lack_of_empathy,0.22310756972111553,0.2028985507246377,0.24778761061946902
Logistic regression,amh,invalidation,0.3238095238095238,0.2982456140350877,0.3541666666666667
Logistic regression,arb,stereotype,0.6451612903225806,0.6015037593984962,0.6956521739130435
Logistic regression,arb,vilification,0.6609294320137693,0.6,0.735632183908046
Logistic regression,arb,dehumanization,0.32407407407407407,0.28225806451612906,0.3804347826086957
Logistic regression,arb,extreme_language,0.621676891615542,0.5650557620817844,0.6909090909090909
Logistic regression,arb,lack_of_empathy,0.4261168384879725,0.36257309941520466,0.5166666666666667
Logistic regression,arb,invalidation,0.2857142857142857,0.2375,0.3584905660377358
Logistic regression,ben,stereotype,0.18604651162790695,0.13636363636363635,0.2926829268292683
Logistic regression,ben,vilification,0.5647058823529411,0.5393258426966292,0.5925925925925926
Logistic regression,ben,dehumanization,0.29268292682926833,0.23076923076923078,0.4
Logistic regression,ben,extreme_language,0.21875,0.17073170731707318,0.30434782608695654
Logistic regression,ben,lack_of_empathy,0.0,0.0,0.0
Logistic regression,ben,invalidation,0.16666666666666669,0.18181818181818182,0.15384615384615385
Logistic regression,deu,stereotype,0.5364891518737673,0.45182724252491696,0.6601941747572816
Logistic regression,deu,vilification,0.5102880658436214,0.40924092409240925,0.6775956284153005
Logistic regression,deu,dehumanization,0.33876221498371334,0.24761904761904763,0.5360824742268041
Logistic regression,deu,extreme_language,0.3342465753424657,0.25630252100840334,0.48031496062992124
Logistic regression,deu,lack_of_empathy,0.4078091106290672,0.32413793103448274,0.5497076023391813
Logistic regression,deu,invalidation,0.2746268656716418,0.1908713692946058,0.48936170212765956
Logistic regression,eng,stereotype,0.4044117647058824,0.2894736842105263,0.6707317073170732
Logistic regression,eng,vilification,0.5361930294906166,0.46511627906976744,0.6329113924050633
Logistic regression,eng,dehumanization,0.40366972477064217,0.30985915492957744,0.5789473684210527
Logistic regression,eng,extreme_language,0.44382022471910115,0.35585585585585583,0.5895522388059702
Logistic regression,eng,lack_of_empathy,0.3282051282051282,0.23703703703703705,0.5333333333333333
Logistic regression,eng,invalidation,0.43750000000000006,0.3349282296650718,0.6306306306306306
Logistic regression,fas,stereotype,0.3470319634703196,0.3089430894308943,0.3958333333333333
Logistic regression,fas,vilification,0.7638190954773868,0.7342995169082126,0.7958115183246073
Logistic regression,fas,dehumanization,0.20338983050847456,0.2222222222222222,0.1875
Logistic regression,fas,extreme_language,0.4192439862542955,0.3630952380952381,0.4959349593495935
Logistic regression,fas,lack_of_empathy,0.39316239316239315,0.4107142857142857,0.3770491803278688
Logistic regression,fas,invalidation,0.33766233766233766,0.2708333333333333,0.4482758620689655
Logistic regression,hau,stereotype,0.4,0.28169014084507044,0.6896551724137931
Logistic regression,hau,vilification,0.16216216216216214,0.13636363636363635,0.2
Logistic regression,hau,dehumanization,0.19354838709677422,0.13846153846153847,0.32142857142857145
Logistic regression,hau,extreme_language,0.27777777777777773,0.21739130434782608,0.38461538461538464
Logistic regression,hau,lack_of_empathy,0.0,0.0,0.0
Logistic regression,hau,invalidation,0.0,0.0,0.0
Logistic regression,hin,stereotype,0.717557251908397,0.706766917293233,0.7286821705426356
Logistic regression,hin,vilification,0.7899159663865546,0.7811634349030471,0.7988668555240793
Logistic regression,hin,dehumanization,0.4942528735632184,0.5180722891566265,0.4725274725274725
Logistic regression,hin,extreme_language,0.6130268199233717,0.6504065040650406,0.5797101449275363
Logistic regression,hin,lack_of_empathy,0.6821963394342763,0.7044673539518901,0.6612903225806451
Logistic regression,hin,invalidation,0.7863247863247863,0.7603305785123967,0.8141592920353983
Logistic regression,khm,stereotype,0.7650775416427341,0.8161764705882353,0.72
Logistic regression,khm,vilification,0.11111111111111112,0.125,0.1
